user_id,seq_d1,seq_d2,domain_id
127153,"[49878, 22714, 411, 670, 18, 285]","[108676, 579, 352, 522, 40]",0
23174,"[39480, 386, 578, 19, 12317, 561, 2008, 1058, 1067]","[107096, 1526, 63, 1601, 747, 579]",0
3473,"[61386, 581, 401, 946, 34984]","[110776, 6, 811, 454, 78665, 40, 719, 579]",1
9838,"[62657, 19, 35487, 1267, 548, 18, 2261, 527]","[122801, 90688, 8, 201, 21]",1
141956,"[61789, 2252, 34827, 34, 970, 238]","[114611, 656, 82499, 579, 614]",1
108277,"[63212, 36043, 231, 250, 34, 447]","[71152, 689, 770, 87, 586, 2143, 95927, 294, 107, 1105]",1
22679,"[62693, 35524, 20, 1267, 506, 381]","[71564, 91449, 352, 454, 1329, 881, 815]",1
4710,"[62899, 581, 28, 2094, 18, 34, 39, 35730]","[74512, 1385, 1090, 1228, 738, 904, 92919]",1
166930,"[53856, 18, 1571, 60, 929]","[109151, 1050, 736, 352, 77444, 585]",0
17115,"[61574, 968, 35199, 229, 965, 39, 19, 552, 72, 578, 1265, 961, 926]","[112535, 920, 353, 104, 901, 535]",1
62321,"[62108, 34939, 60, 790, 1112, 85, 401, 2039]","[117583, 41, 579, 352, 438, 261]",1
220818,"[62735, 921, 18, 640, 35565]","[72067, 40, 1091, 271, 1904]",1
52415,"[42405, 264, 1153, 15635, 843]","[107598, 334, 352, 1588, 962, 765, 777]",0
151132,"[52276, 608, 364, 522, 518, 647, 1444, 25111]","[108983, 636, 231, 6, 1568, 102, 4284]",0
88605,"[46024, 2143, 347, 18859, 1889, 886]","[108152, 344, 7, 1604, 76053]",0
14683,"[38631, 423, 717, 334, 51, 85, 440, 11468]","[106949, 74997, 792, 74, 765]",0
116810,"[62902, 497, 35732, 1075, 433]","[74548, 6, 40, 929, 93833, 1179]",1
147157,"[63303, 38, 1256, 1005, 504, 36134]","[5624, 862, 631, 87, 570, 1015, 1284, 1103, 587, 6, 7, 602, 96633, 313]",1
30786,"[40242, 248, 53, 13078, 19, 1896]","[107228, 722, 75733, 524, 63, 582, 686, 420]",0
76052,"[61982, 35754, 627, 592, 1942, 2110, 45, 644, 552, 1377]","[116440, 765, 584, 85113, 271, 21, 1019, 104, 108, 747, 529, 582, 579]",1
98513,"[62672, 85, 581, 902, 699, 38, 473, 1355]","[122944, 91190, 6, 579, 40]",1
57849,"[42948, 38, 15936, 839, 1267, 2129]","[107699, 990, 866, 526, 1883, 75589]",0
45463,"[62605, 34, 35435, 231, 481]","[122334, 584, 90221, 1063, 306, 652, 890, 352, 21, 167]",1
136226,"[63638, 37438, 338, 684, 908, 308, 448, 231, 1077]","[8946, 1563, 1201, 237, 582]",1
145486,"[51712, 704, 231, 60, 581]","[108910, 306, 1404, 1294, 6, 831]",0
93564,"[62610, 1258, 35937, 599, 821, 231, 1406, 690]","[122385, 91052, 1401, 1103, 1036, 21, 590, 167, 352]",1
19861,"[39149, 2033, 666, 12396, 1089, 307, 85, 381]","[107037, 695, 719, 1125, 1, 457, 305, 40, 687, 104]",0
131747,"[63073, 36532, 2679, 330, 1267, 34, 134, 235, 231]","[94928, 95449, 1446, 1880, 25, 1881, 21, 797, 40, 579]",1
534,"[61327, 39, 34, 231, 34157]","[110224, 2, 1, 102, 225, 6]",1
32469,"[64128, 274, 34, 37647, 3205, 38]","[68727, 104538, 880, 122, 352]",1
30454,"[61748, 18, 231, 35342, 19]","[114256, 604, 492, 582, 1, 2654, 730, 393, 584, 254, 2198, 122, 579, 82144]",1
133929,"[63506, 36711, 19, 1256, 1267, 34, 815]","[7608, 47, 204, 91, 98618, 935]",1
23724,"[39535, 686, 195, 573, 12669, 2245, 1254, 1587, 1349]","[107105, 41, 601, 1023, 74995]",0
54260,"[62629, 534, 38, 78, 962]","[122566, 40, 1384, 352, 579, 41]",1
30646,"[61750, 2002, 51, 551, 35473, 82, 85, 231, 809]","[114277, 583, 82165, 25, 579]",1
226121,"[64187, 933, 60, 38003, 277]","[69388, 106064, 665, 104, 1513, 40]",1
127281,"[49891, 1286, 19, 1889, 381, 1157, 22727, 1031]","[108679, 10, 306, 102, 887, 582, 76871, 872]",0
110141,"[62818, 45, 483, 19, 30, 952, 35648]","[73297, 352, 77, 1, 838, 1354, 92174]",1
93,"[61415, 68, 830, 101, 31, 34246, 1088, 1159, 271, 38, 308]","[111064, 40, 365, 707, 1882, 696, 723, 1443, 454, 14, 78953]",1
194461,"[63836, 511, 514, 45, 209]","[65665, 47, 104, 836, 101929, 1394]",1
179598,"[63965, 36796, 1099, 365, 426]","[66941, 868, 102907, 40, 271]",1
94116,"[46575, 19462, 380, 53, 581]","[108226, 765, 885, 1277, 1052, 167]",0
24747,"[61673, 18, 64, 578, 43, 1323]","[113512, 838, 504, 417, 1323, 81892, 273, 658, 770, 538, 268, 2, 1883]",1
149136,"[52077, 997, 45, 1480, 616]","[108957, 1522, 618, 1061, 837]",0
149535,"[64008, 179, 381, 540, 581, 845]","[67375, 980, 352, 808, 618, 102, 40]",1
105366,"[63128, 45, 18, 1815, 690, 35958]","[65090, 95018, 593, 659, 352, 104, 1200, 1188]",1
168450,"[62952, 2176, 934, 1220, 34, 700, 35782, 581]","[64718, 729, 913, 629, 582, 719, 755, 838, 454, 230, 93419, 84]",1
40228,"[41186, 18, 14056, 30, 19, 422]","[107391, 1510, 6, 1049, 75281]",0
139087,"[51072, 921, 1509, 23906, 566, 30]","[108831, 2, 992, 76881, 507]",0
143530,"[63343, 51, 36174, 1026, 1765]","[5977, 352, 6, 104, 462, 1064]",1
26576,"[63384, 39, 97, 34, 625, 36214]","[6348, 21, 583, 352, 7, 144, 2]",1
99251,"[47088, 66, 399, 19924, 607]","[108295, 3, 102, 76718, 582]",0
16348,"[61564, 519, 233, 39, 315, 34466, 984, 435]","[112440, 352, 1130, 2442, 23, 611, 80601, 838, 888, 586]",1
41547,"[61913, 45, 825, 998, 51, 19, 581, 941, 373, 93]","[115755, 47, 960, 40, 582, 583, 87, 83643, 889, 7, 41]",1
32904,"[40453, 455, 2087, 625, 891, 1537, 13618, 542, 733, 662]","[107267, 971, 75157, 1881, 1067]",0
59077,"[62201, 231, 455, 38, 35031]","[118416, 1233, 927, 1, 6]",1
93967,"[62614, 718, 199, 35445, 50, 1562, 197, 410]","[122428, 333, 583, 237, 307]",1
113687,"[63968, 18, 1256, 37708, 477, 573]","[66965, 124, 102928, 968, 575, 970]",1
226735,"[64218, 37885, 436, 51, 266]","[69701, 977, 1293, 1, 106133, 991]",1
115690,"[48732, 261, 690, 308, 625, 21990]","[108525, 122, 586, 1904, 1359, 682]",0
153637,"[52527, 26156, 592, 381, 314]","[109010, 6, 76900, 40, 1298, 352]",0
113718,"[63194, 581, 36024, 52, 2239]","[4623, 352, 838, 1, 380, 289, 582, 1117]",1
6120,"[37775, 581, 1219, 381, 19, 571, 598]","[106791, 122, 602, 271, 167, 74721]",0
240727,"[64294, 976, 782, 78, 60]","[70622, 1060, 306, 352, 6]",1
18844,"[61596, 85, 38, 381, 34884, 351, 2767, 481]","[112757, 80646, 14, 590, 795, 1051, 617]",1
158063,"[61342, 1162, 2406, 929, 35017]","[110371, 766, 433, 78259, 1]",1
36263,"[40789, 1878, 2628, 1447, 13626, 381]","[107324, 864, 551, 771, 838, 627, 75215]",0
105898,"[47753, 228, 598, 427, 1449, 578]","[108386, 1514, 10, 23, 76276]",0
27559,"[39919, 77, 101, 581, 763, 13528, 60, 65]","[107172, 718, 152, 364, 584, 579, 75063, 661, 1120, 14, 40, 846]",0
108991,"[48062, 38, 85, 20898, 51]","[108433, 260, 1345, 2052, 1904]",0
187388,"[63750, 581, 60, 1889, 1246, 205, 38, 51, 146, 36581, 1891, 34, 1204, 231]","[9978, 734, 618, 14, 617, 641, 100988, 8]",1
54455,"[63398, 36229, 19, 39, 581, 91, 123, 1046]","[6483, 40, 525, 97729, 51]",1
130349,"[61939, 435, 34770, 187, 301, 38]","[116020, 838, 658, 83908, 782]",1
54243,"[42587, 249, 1083, 276, 1020, 1786]","[107635, 1024, 579, 285, 75525]",0
108519,"[48015, 889, 126, 20850, 39]","[108425, 76751, 40, 492, 2315, 802, 1216, 102, 271, 2827]",0
218447,"[59008, 34, 82, 435, 32812, 849, 85]","[109596, 969, 78335, 1357, 240]",0
10731,"[61420, 30, 50, 34250, 381, 429, 872]","[111108, 352, 78997, 1883, 41, 375]",1
42272,"[41390, 18, 34, 60, 1348, 14254]","[107428, 2, 1026, 634, 75317, 509]",0
78734,"[45036, 1815, 606, 45, 17968]","[108011, 122, 584, 313, 75901, 167]",0
120747,"[49238, 2227, 2291, 22912, 97]","[108589, 77053, 312, 649, 3, 646]",0
7631,"[37926, 1288, 11451, 578, 39, 1844]","[106819, 75314, 774, 170, 1279]",0
21860,"[39349, 12186, 39, 60, 809]","[107071, 47, 2, 1068, 107, 579, 990]",0
152851,"[52448, 682, 381, 1589, 25283, 1480, 1944, 145, 579]","[109001, 858, 579, 21, 916]",0
97416,"[46905, 20357, 426, 1329, 886, 545, 18]","[108269, 353, 1881, 76612, 608, 683, 934, 719]",0
620,"[61328, 419, 273, 329, 187, 1267, 38, 30]","[110234, 1585, 78123, 851, 352, 178, 551]",1
60258,"[43189, 1228, 889, 357, 16025, 78, 231, 1476]","[107737, 6, 167, 1200, 7, 1265]",0
131328,"[63432, 891, 45, 36262, 378]","[6846, 97857, 912, 306, 906, 203, 1168]",1
119355,"[64293, 34, 18, 37123, 20]","[70601, 582, 361, 104, 383]",1
6781,"[61432, 34401, 261, 767, 280]","[111249, 306, 765, 980, 79138]",1
127834,"[49946, 18, 23201, 240, 285, 986, 666, 262]","[108686, 534, 352, 76712, 2, 516]",0
13629,"[38526, 638, 1000, 11839, 480, 615]","[106930, 74821, 2256, 353, 102, 25]",0
53629,"[63418, 1267, 231, 690, 2112, 858, 980, 36248]","[6710, 844, 97720, 6, 40]",1
100607,"[61856, 357, 341, 93, 2631]","[115246, 719, 352, 2459, 937, 1656, 579, 83134]",1
91385,"[46302, 19633, 410, 3408, 231, 548, 30]","[108190, 102, 966, 1138, 888, 76924, 21, 953, 1427, 533, 588]",0
217105,"[64176, 231, 874, 38, 37006]","[69273, 1010, 105429, 296, 313, 306]",1
67045,"[62297, 538, 1803, 329, 904, 18]","[119385, 1191, 585, 454, 122, 838, 87672, 7, 23, 978]",1
38545,"[62694, 39, 35525, 2886, 1121, 45, 855]","[71575, 207, 1255, 583, 253]",1
13357,"[61522, 34353, 60, 19, 2063, 39]","[112066, 454, 79954, 579, 167, 6, 133, 927, 381, 25, 684, 2528]",1
104389,"[62750, 1256, 854, 18, 231, 841, 35580]","[72255, 91521, 1432, 584, 579]",1
143965,"[63266, 73, 940, 2887, 898, 36096, 607]","[5275, 96285, 746, 583, 3523, 186]",1
33176,"[40481, 1280, 38, 1256, 19, 13317]","[107272, 80, 575, 454, 47, 6, 685, 75812, 40, 584]",0
62553,"[62727, 1878, 650, 35557, 1041, 578, 39]","[71986, 323, 8, 1002, 122]",1
53917,"[63276, 78, 733, 51, 38, 1165, 401, 621, 109]","[5359, 1354, 96823, 104, 201, 976, 998, 590, 40, 352]",1
167774,"[63544, 1542, 28, 37137, 509]","[7984, 352, 40, 838, 38]",1
107299,"[63439, 280, 1043, 362, 36269, 775]","[6927, 925, 969, 1061, 352]",1
53156,"[61338, 381, 581, 231, 928, 433, 1484, 38, 934, 93, 34744]","[110332, 1247, 590, 78220, 8, 104]",1
153264,"[52489, 1026, 832, 25750, 42]","[109006, 427, 370, 921, 77340, 377, 2256]",0
85649,"[45728, 231, 682, 19027, 680]","[108112, 1626, 738, 306, 584, 838, 82, 1591, 1024, 765]",0
18635,"[39027, 12641, 45, 1387, 231]","[107016, 87, 75749, 7, 1486, 802, 680]",0
143351,"[63259, 45, 1256, 36742, 1005, 51]","[5209, 1096, 25, 739, 96219]",1
24236,"[63727, 508, 311, 625, 93, 19, 1279, 231, 37006, 1054]","[9756, 968, 929, 800, 1309, 179, 632, 386, 579, 1133, 40, 47]",1
33053,"[63332, 51, 39, 34, 240, 581, 1878, 578]","[5882, 890, 2425, 1977, 80, 97750, 838]",1
51227,"[42286, 30, 34, 304, 581, 1878, 847, 15122, 793, 53]","[107580, 411, 583, 238, 76006, 765, 2]",0
151855,"[52349, 297, 60, 1378, 45, 624, 581, 25183, 902]","[108990, 582, 204, 10, 579]",0
8409,"[38004, 85, 231, 1438, 39, 876, 10840, 846]","[106833, 883, 7, 412, 1424, 565, 885, 352, 74724, 736]",0
96730,"[63407, 34, 818, 1196, 798, 822, 36238]","[6584, 40, 594, 579, 97594, 677]",1
127429,"[61347, 85, 1007, 34573, 1256, 479, 1657, 231]","[110416, 558, 78304, 16, 579, 456]",1
230605,"[63085, 54, 322, 35915, 509, 1267, 66]","[95262, 535, 353, 2, 952, 357, 71369, 102, 617]",1
10761,"[61488, 581, 838, 664, 35225, 843, 338, 192, 2869, 449]","[111748, 67, 914, 483, 102, 1174, 40, 1881, 1730, 79636]",1
217893,"[64093, 521, 802, 697, 261, 37491]","[68321, 528, 99, 167, 104584, 454, 104]",1
57827,"[42946, 90, 661, 905, 423, 357, 581, 231, 732, 16464, 1200, 767, 85]","[107699, 523, 311, 1638, 212, 376, 75588, 2325, 574, 583]",0
10463,"[61483, 53, 1610, 950, 752, 370, 34938, 34]","[111714, 1589, 866, 774, 123, 79602, 1655, 398]",1
41047,"[61906, 19, 1046, 34, 231, 34821, 2174]","[115690, 104, 83990, 40, 813, 1552, 47, 669]",1
155062,"[61986, 231, 647, 1493, 20]","[116468, 1215, 76, 1881, 174, 794, 555, 1393, 821, 426, 84804]",1
127235,"[49887, 38, 85, 23308, 1267, 860, 231]","[108678, 579, 76568, 1, 352]",0
67656,"[63584, 159, 1225, 88, 36, 1384, 370, 93, 36502, 819, 231]","[8373, 577, 40, 579, 99383]",1
14236,"[38587, 11423, 820, 45, 676, 1577, 18]","[106941, 904, 321, 75235, 122, 915, 603, 765, 313]",0
131790,"[62961, 231, 673, 700, 641, 36536]","[66737, 93531, 853, 372, 842, 704, 584]",1
50346,"[62877, 38, 35779, 334, 1107, 1015, 231]","[74218, 628, 597, 719, 9, 976]",1
48128,"[41976, 581, 85, 45, 265, 607, 38]","[107528, 589, 654, 179, 982, 76116, 47]",0
78614,"[63357, 959, 38, 37029, 748]","[6098, 101, 1112, 697, 40, 3560, 1854, 97108, 767, 102, 6]",1
91702,"[64064, 39, 381, 231, 1256, 1160, 293, 45, 37289, 1728, 717]","[68018, 40, 585, 352, 103891]",1
207577,"[57921, 695, 18, 581, 64]","[109511, 367, 579, 77399, 1023, 454, 344]",0
70895,"[62344, 93, 329, 726, 1184, 384, 35174, 279, 1512, 771, 557, 78]","[119820, 583, 25, 719, 2121, 398, 87707, 184, 942, 47, 451]",1
17918,"[38955, 60, 380, 803, 960, 11791]","[107005, 355, 102, 583, 74896]",0
149412,"[62159, 707, 222, 1161, 1022]","[118038, 765, 920, 47, 1955, 579, 2518, 1269, 1014, 353, 838]",1
49560,"[42119, 770, 304, 34, 231, 1569, 374, 85]","[107551, 579, 584, 75441, 352, 1365]",0
200076,"[61474, 34, 1889, 2320, 34369, 2934, 993, 357]","[111622, 786, 40, 21, 80018, 579]",1
30823,"[63595, 410, 176, 2136, 647, 37262, 824, 1228, 1587, 132, 582, 906, 18, 1082, 109]","[8479, 541, 893, 475, 47]",1
202800,"[57443, 30276, 2011, 410, 18, 50]","[109472, 10, 583, 102, 78128, 791, 6, 579, 401]",0
141949,"[63233, 602, 36063, 19, 3437, 1254, 528]","[4979, 603, 450, 167, 1588, 1904, 96294, 88, 223]",1
99775,"[47141, 242, 839, 1261, 1435, 1373, 1587, 515, 70, 1449, 3255, 39, 501, 1069, 1654, 364, 461, 410, 155, 718, 545, 2077, 1969, 1572, 20659, 1421]","[108302, 102, 1354, 1335, 703, 76192, 185, 352, 936]",0
37908,"[61859, 19, 231, 357, 18, 820, 725]","[115263, 65, 271, 83151, 642]",1
95902,"[62637, 451, 701, 931, 1267, 581, 51, 35468, 272, 231, 884]","[122644, 14, 21, 542, 1057, 2092, 1527, 1085, 591, 454, 90966, 1014]",1
73646,"[62374, 30, 82, 35704, 231]","[120124, 707, 88458, 2, 6, 583]",1
